69	1	Heart Test Spots Sudden Death Risk in Young Athletes
70	1	'Fish Pedicure' a Recipe for Bacterial Infection, Researchers Warn
71	1	Genetic Tweak Helps Mice Avoid Cancer, Obesity: Study
72	2	Sanofi Being Investigated for Bribery by China
73	2	Well: Medicine Is More Than Carrots and Sticks
74	2	Liberiaâ€™s Ebola Crisis Puts President in Harsh Light
75	1	Smoking Pot Might Up Depression Risk in Vulnerable Teens
76	2	RT @celiadugger: Two drs cared for 55 people w/Ebola in Sierra Leone after nurses walked out, on the frontlines of an epidemic.
77	2	RT @lpolgreen: So far the only people who have caught Ebola outside of W Africa are health workers. Even household contacts didn't.
78	1	Study Says Big Tobacco Covered Up Info on Cancer Risk
79	2	Should you avoid contact with a dog that was petted by someone with the flu?
80	2	Southwest: Texas: Ebola Victimâ€™s Family to Be Paid by Hospital
81	2	Couch: Why Doctors Need Stories
82	1	Factors Identified That May Raise Risk of Early Menopause
83	1	It's Possible to Come Down With Two Flu Viruses at Once
84	2	Gluten-free, veggie snacks, vegan desserts, spring salads. They're all in our new recipe finder.
85	1	Cancer Diagnosis May Raise Odds for Suicide, Heart Attack Death
86	1	Car Crash Injury Risk Greater for Women Drivers: Study
87	1	Does a Gene Make People Seem Kinder?
88	1	Here Are the Women Who Need Mammograms in Their 40s: Study
89	2	The New Old Age Blog: Study Finds Wives Often Struggle With Stepchildren Over Caregiving
90	1	American Kids Getting Fewer Prescription Drugs: Study
91	2	Military Medicine: Smaller Military Hospitals Said to Put Patients at Risk
92	2	Newly Vigilant, U.S. Will Screen Fliers for Ebola
93	2	Mary MacCracken, Who Wrote About Disabilities, Dies at 88
94	1	Certain Foods Said to Help Lower Bad Cholesterol
95	2	Peter Huttenlocher, Explorer of the Brainâ€™s Development, Dies at 82
96	1	Soy Supplements May Not Shield Against Breast Cancer
97	2	Hot weather kills more Americans than all other natural disasters combined,
98	1	Text Message Reminders Prompt Kids to Take Asthma Medicine
99	2	RT @nytimesscience: â€˜How to Be a Friend to a Friend Whoâ€™s Sickâ€™ Can Be Harder Than It Sounds
100	2	The Texas Tribune: Bicycling for Thinner Texans and New Businesses
101	1	Obesity Less Harmful to Self-Esteem in Black Women: Study
102	1	Lightheadedness Upon Standing Could Signal Heart Risk
103	2	RT @celiadugger: Moving video of Mary Singleton, wise mother w/ breast cancer, and her son who's come home to Memphis to care for her.
104	2	An American pediatrics group will recommend reading aloud to infants from birth
105	1	Researchers Repair Damage Caused by Heart Attacks in Mice
106	2	After Lapses, C.D.C. Admits a Lax Culture at Labs
107	2	The absence of a gene may help fight Alzheimerâ€™s
108	1	Fatigue in COPD Patients Often Precedes Hospitalization: Study
109	2	Ebola Cases Could Reach 1.4 Million in 4 Months, C.D.C. Estimates
110	2	Do you have a decisive marriage? New research suggests that this is an important question.
111	1	Lack of Sunlight May Raise Stroke Risk
112	2	Well: Share Your Wired Well Story
113	2	The Well Column: The Lure of Forbidden Food
114	2	Well: Living With Schizophrenia: Coffee and Friends
115	2	RT @paula_span: Do seniors need to sign up w/ health care exchanges? No,Medicare (single payer!) a better deal. @susanjaffe explains.
116	2	Global Health: Indonesia Urged to Spend to Make Birth Less Risky
117	1	Too Few Uninsured Women Get Info on Breast Reconstruction
118	2	A Window Into Everyday Morality via Text Message
119	2	App Smart: Watch What You Eat, Using Your Phone
120	1	Experts Urge Public Action to Aid Cancer Prevention
121	2	RT @nytDeniseGrady: Is a hunger strike a protest, or attempted suicide? Is force feeding a medical procedure, or a type of abuse?
122	1	Both Too Little and Too Much Sleep Bad for the Heart: Study
123	2	Faces of Breast Cancer
124	2	Easing the Law for New Yorkers Shifting Gender
125	2	An experimental vaccine shows promise against dengue fever
126	1	Even Today, the Stigma of Mental Illness Won't Fade
127	2	Tracing Patientâ€™s Possible Contacts Creates Host of Challenges for New York City
128	2	Jury Awards $23.6 Billion in Florida Smoking Case
129	2	Suing to End Life Support for Woman and Fetus
130	2	The New Old Age Blog: She Wasnâ€™t So Ungrateful After All
131	1	World's Tiniest 'Preemies' Growing Up Healthy: Report
132	1	More Targeted Treatments Key to Progress in War on Cancer: Report
133	2	Well: Indoor Tanning Remains Popular, Despite Risks
134	2	MT @sargoll: A tragedy of war becomes a public health tragedy.
135	2	A Quirk in Drug Pricing. Reimbursements in private practice vs. a hospital by @ginakolata  http://nyti.ms/1pfw2ro
136	2	RT @cslnyt: Got teens? F.D.A. Warns Minors Shouldn't Use Tanning Beds http://nyti.ms/1gEK7KE
137	2	Well: Circumcision Guidelines Target Teenagers
138	1	When Drugs Fail, Surgery May Get Epilepsy Under Control
139	1	New ADHD Guidelines Include Preschoolers, Older Teens
140	2	RT @paula_span: Another good reason to keep older adults, already more prone to delirium, out of ICUs: PTSD symptoms.
141	2	Recipes for Health: Purslane Salad With Cherries and Feta
142	2	RT @celiadugger: Competition seems to driving down the exorbitant cost of hep c drugs after all.
143	2	Virus Advances Through East Caribbean
144	2	High-End Health Plans Scale Back to Avoid â€˜Cadillac Taxâ€™
145	1	Early, Temporary HIV Treatment Can Postpone Long-Term Therapy
146	1	Botox Offers Little Relief for Migraine, Study Finds
147	2	Middle East: Saudi Arabia: New Virus Spreads
148	1	To Improve School Nutrition, Involve Teachers and Parents
149	1	Are Statins Less Helpful for Women?
150	2	Ever heard of a dynamometer? Some think it should be in every doctorâ€™s office in America.
151	2	RT @KarenBBarrow: E-cigarettes seem to help smokers who want to quit
152	1	Blacks, Hispanics Have Higher Colon Polyp Risk Than Previously Thought
153	2	Filibuster in Texas Senate Tries to Halt Abortion Bill
154	2	Catching up on Ebola news? This is where you'll find all our coverage
155	1	Antidepressants Might Raise Fall Risk in Nursing Homes
156	2	Cause of Childrenâ€™s Paralysis Remains Unclear
157	2	RT @cslnyt: â€œA major breakthroughâ€ for patients w/ idiopathic pulmonary fibrosis, a fatal lung disease http://nyti.ms/1gXjLhW
158	2	Well: Thyroid Supplements With a Kick
159	2	Cost of Coverage Under Affordable Care Act to Increase in 2015
160	2	The German players covered 71 miles on average as a team per game. Only the Americans ran more, says their trainer.
161	1	Switching to Water, Diet Drinks Linked to Modest Weight Loss
162	1	Common Breast Cancer Gene Test May Be Flawed, Study Says
163	2	Protests as Spain Plans to Kill Ebola-Infected Nurseâ€™s Dog
164	1	Aromatherapy: More Than Just a Pleasant Scent?
165	1	Severe Gum Disease, Impotence May Be Linked
166	1	Urinary  Incontinence Drugs May Be More Trouble Than They're Worth
167	2	Recipes for Health: Soft Tacos With Roasted or Grilled Tomatoes and Summer Squash
168	1	Fear of Childbirth Linked to Longer Labor, Study Says
169	2	Enrollments Under Health Law Continue at Solid Pace
170	2	Well: The Unworried Unwell
171	2	Well: Life, Interrupted: All in a Dayâ€™s Work
172	1	Could Daily Aspirin Harm Seniors' Eyes?
173	1	Black Children Less Likely to Get Kidney Transplant Before Dialysis
174	2	Heat stroke is the leading cause of death and disability among high school athletes in the United States.
175	1	Some Schools Don't Let Kids Carry Asthma Inhalers
176	2	Snow Brings Days of Tumult for Residents of Nursing Home Near Buffalo
177	2	With Help of Victims From 1849, Scientists Decode Early Strain of Cholera
178	1	Shock Fear May Curb Sex  for People With Heart Devices
179	2	Personal Health: Why Cafeteria Food Is the Best
180	2	Can members of the eating disorders community and binge eaters finally meet at the same table?
181	2	Health Care Spending to Rise, Federal Experts Predict
182	2	RT @cslnyt: This is cool: A New No-Blood Malaria Test
183	2	National Parks Raise Guard Against Virus
184	2	Brain science shows that to retain more information when studying, it may be a good idea to what? Take the quiz.
185	2	Home-Birth Film Prepares for Redelivery, Worldwide
186	2	RT @paula_span: Moving essay and video by @MartinSmithEdit, about living far from aging parents.
187	2	Letters: Loss of a Baby (1 Letter)
188	2	Well: Ask Well: Leg Cramp Relief
189	1	Lasers Safe for Removal of Pacemaker Wires in Elderly: Study
190	1	Fewer Americans Tying the Knot, Survey Shows
191	2	Artificial sweeteners are a $1.5-billion-a-year market @kchangnyt reported last year.
192	2	â€˜Environmental Poisoningâ€™ of Iraq Is Claimed
193	1	Only Half of Meds Taken by Kids Have 'Adequate' Safety Info: Study
194	1	Global Study Finds Drug Abuse Highest in Richer Nations
195	2	Ask an Expert: Yoga for the Middle-Aged: Questions
196	1	Too Much Vitamin D Could Be Harmful to Heart
197	1	Rules Help When Talking About Infertility
198	2	Ebola Is â€˜Disasterâ€™ of Scale Still Unknown, Relief Official Says
199	2	Well: Should Medical School Last Just 3 Years?
200	2	Global Health: Heart Problems Linked to Those Born With H.I.V.
201	2	Well: To Keep Teenagers Alert, Schools Let Them Sleep In
202	2	Letters: Pain Management
203	2	Girlâ€™s Suicide Increases Worry as Bullies Use New Web Sites
204	2	Q: Is weight loss truly greater  when exercising at moderate versus more intense levels? A
205	2	Private Oncologists Being Forced Out, Leaving Patients to Face Higher Bills
206	1	Coach Summitt Puts Spotlight on Early-Onset Alzheimer's
207	2	RT @thomaskaplan: Ebola patient rode in an Uber car at one point, but the Uber driver is not believed to be at risk, NYC health
208	1	Lots of Coffee Might Lower Depression Risk: Study
209	2	RT @bstrauch: Does an IV bag cost $1 or $500? It
210	2	A Sonâ€™s Deafness Prompts a Scientific Journey
211	2	Guinea Worm Cases Drop by More Than 70%
212	1	New Blood Thinner May Outperform Warfarin for Irregular Heartbeat
213	2	New York State Lags on Firing Workers Who Abuse Disabled Patients
214	2	Stabbing Case Shows Lapses in Treatment for the Mentally Ill
215	2	RT @celiadugger: W.H.O. DG Margaret Chan says Ebola outbreak catastrophic in lives lost if not brought under control. Efforts
216	1	Men and Women With Cancer May Receive Different Fertility Information
217	1	Ginger Supplements Might Ease Inflammation Linked to Colon Cancer
218	2	The Texas Tribune: With Youth Tanning Law, Texas Aims to Lower Melanoma Risk
219	1	Strides Made in Diagnosing, Treating Lupus
220	1	Drug-Free Housing Helps Heroin, Oxycontin Addicts Recover
221	2	Well: A Sleep Sweet Spot
222	2	Britain Reconsiders Cigarette Regulation
223	2	Well: Can Cholesterol Drugs Undo Exercise Benefits?
224	2	Some New Frustrations as Health Exchange Opens
225	1	Could Lots of Chocolate Lower Your Heart Risk?
226	2	Moderate weight loss  reduced the risk of Type 2 diabetes by nearly what percent? The weekly quiz
227	1	Choosing a Toy? Think 'Kid-Powered'
228	2	Well: The Workout: Training to Bobsled
229	2	Unlike Ebola, the influenza virus is truly airborne. And if will likely kill thousands this season
230	2	Fort Greene: Medicine Man and Mayor, Blended
231	2	The New Old Age Blog: Getting While the Getting Is Good
232	1	Could Airway Abnormality Point to Autism?
233	1	More College-Educated Women Having Children
234	1	Creative Minds More Prone to Cheating
235	1	12 Ways to Never Get Diabetes
236	2	â€˜Superbugsâ€™ Kill Indiaâ€™s Babies and Pose an Overseas Threat
237	2	Opinion: Of Medicine and Mushrooms
238	1	When Protecting Baby Becomes an Obsession
239	2	This is what you do with all that turkey. http://nyti.ms/1FCmnNY
240	2	Stem Cells: Plenty of Hope, but Halting Progress
241	2	RT @cslnyt: Should doctors warn patients of treatment costs? Some argue YES
242	1	Study Weighs In on Diets for Kids
243	1	Black Women, Uninsured Get Worse Ovarian Cancer Care: Study
244	2	RT @bcsolomon: Erison is a 22 yr old #ebola survivor. 16 of his family members died. His mom &amp; sister are fighting to survive.
245	2	Why is temporary hair loss loss different from all the other losses, at least for some cancer patients?
246	2	Hobby Lobby ruling seems likely to make it harder for women to get contraception in the future @aaroncarroll writes
247	2	Printing Out a Biological Machine
248	2	Well: Cancer Risk Increases With Height
249	1	Obesity, Diabetes Pose 1-2 Threat to Young Americans
250	2	Terence Moakley, Advocate for Disabled, Dies at 69
251	2	CDC officials says confident that it will stop spread of Ebola in United
252	2	Well: How Exercise Helps Us Tolerate Pain
253	2	The Science Behind Brain Death
254	1	Heavier Baby Girls at Higher Risk for Diabetes, Heart Woes as Adults
255	2	Council Speaker, on Twitter, Says She Has Infection Linked to Cervical Cancer
256	1	Dyslexia's Brain Changes May Occur Before Kids Learn to Read
257	1	Ultrasound, MRI Might Spot Cancer in Dense Breast Tissue
258	1	Patches, Counseling, Persistence Can Help Smokers Quit
259	2	Ask Well: Do Monogamous Women Still Need a Pap Smear?
260	2	Runners: Are you heel or toe strikers? Is one better for your body? @GretchenReynold explains
261	1	Even Slightly Higher Blood Pressure May Boost Stroke Risk
262	1	Dialysis Patients Unprepared for Disasters, Study Contends
263	2	RT @Jeffdelviscio: The fate of #Excalibur is unclear, as is the science around human-dog Ebola transmission
264	2	Medicaid Expansion Faces Major Logistical Challenges Among the Homeless
265	2	Health Care in Vast Alaska Frontier Is Spread Thin
266	2	Well: Ask Well: Stairs and Knee Pain
267	2	The Brain, in Exquisite Detail
268	1	Pets at Work Keep Workers Happy
269	2	Well: New Debate on Prostate Cancer Drug
270	2	Well: My Coach, the Bully
271	2	RT @paula_span: The best med: Even if you've been sedentary for years, starting exercise helps you stay healthier, age better.
272	2	Letters: Understanding Opioid Abuse (1 Letter)
273	1	Many Years Pass Before Folks Get Help for Drugs, Alcohol
274	2	A Bite to Remember? Chocolate Is Shown to Aid Memory
275	2	RT @celiadugger: Read this unbearably sad 2001 story by @blaineharden about the valiant Ugandan dr who gave his life fighting Ebola.
276	2	Surge in Prescriptions for Opioid Painkillers for Pregnant Women
277	2	F.D.A. Bars Generic OxyContin
278	2	Christie Amends Marijuana Restrictions
279	2	The New Old Age Blog: Walking Away From Medicare
280	2	California to Expand Medicaid
281	1	Friends' Parents Can Sway Teens' Odds for Drinking, Smoking
282	1	Three-Quarters of U.S. Jobless Can't Afford Health Care: Report
283	2	World Briefing: Pakistan: Departing Travelers Must Get Polio Vaccine
284	1	Most U.S. Presidents Live Longer Than Their Peers
285	2	Well: Turning Leftovers Into Latkes
286	2	A growing scientific consensus suggests that benefits of exercise can accumulate even before someone is born.
287	1	Zinc Pills May Shorten Colds, Analysis Suggests
288	2	The general fertility rate in the United States dropped to a record low last year,
289	1	1 in 5 Pharmacies Hinders Teens' Access to 'Morning-After' Pill: Study
290	2	Well: The Physical Exam as Refuge
291	1	Screening Women for Domestic Violence Could Help Prevent Abuse
292	2	D.E.A. Increases Restrictions on Prescription Painkillers Like Vicodin
293	2	France Proposes Tough Antismoking Measures
294	2	Well: What Is So Special About Iyengar Yoga?
295	2	The New Old Age Blog: Community Groups Still Reeling After the Shutdown
296	2	W.H.O. Revises Estimate of Swine Flu Deaths in 2009, Far Beyond Earlier Finding
297	1	Baby Bottles, Pacifiers, Sippy Cups Can Injure
298	1	'Exoskeleton' Helps Paralyzed Stand, Take Steps
299	2	The residents of nursing homes may be well cared for, but what about their teeth? @cslnyt investigates.
300	1	Once-Obese Women Still Face Stigma, Study Finds
301	1	Mammograms Cut Risk of Breast Cancer Death by Half, Study Finds
302	2	Hard Cases: Revolving Doors at Hospitals
303	2	Reminder: Experts say they would not expect to be infected by sitting near person with Ebola â€“ unless that person vomited/bled on
304	1	Chronic Bowel Disease Drugs Linked to Skin Cancer Risk
305	1	U.S. Wants to Buttress Alzheimer's Arsenal by 2025
306	1	Fish May Cut Threat of Heart Disease in Young Women
307	1	Study Looks at Possible HIV Drugs-Birth Defect Link
308	2	An ominous Ebola forecast requires an urgent infusion of aid from around the globe http://nyti.ms/1u610QL via
309	2	The physician training system, heavily subsidized by the federal government, cannot account for billions of dollars.
310	1	More Than 46 Million Americans Uninsured in 2011: Report
311	2	Global Health: Guarding Against Disease Among Pilgrims to Mecca
312	1	Cash, Luxury Goods Really Do Get People Salivating: Study
313	2	Slowdown in Rise of Health Care Costs May Persist
314	2	Doctors use patientâ€™s immune cells to shrink cancer tumors.
315	2	New Mexico Judge Affirms Right to â€˜Aid in Dyingâ€™
316	1	Study Spots Early Warning Signal for Sudden Cardiac Death
317	2	Back to the Slums of His Youth, to Defuse the Ebola Time Bomb
318	2	The gluten-free diet market expected to reach $15 billion in annual sales by 2016.
319	2	RT @ReedAbelson: This story is worth by keeping an eye on: Four Insurers Accused of Discriminating Against People With H.I.V.
320	2	Well: Living With Cancer: Making Room
321	1	Experimental Chemo Combo for Colon Cancer Disappoints
322	2	New Rule to Make it Easier for Veterans to Get Health Care for Some Traumatic Injuries
323	2	Health: Malaria Scourge Has Declined Globally, but Ebola May Affect Toll, W.H.O. Says
324	2	Well: Jogging the High Line
325	2	The surrogacy business in Thailand has provided a low-cost alternative to the United States.
326	1	Practice Doesn't Always Make Perfect, Study Suggests
327	1	As Youth Baseball Season Nears, Experts Urge Injury Prevention
328	2	Sleeping wrong? How sleeping against type can affect your health.
329	1	Anthrax Vaccine Shows Promise in Monkeys
330	1	Smoking, Pesticides Might Spur Rare 'Sleep-Kicking' Disorder
331	2	RT @cslnyt: Exciting! Protein May Hold Key to Who Gets Alzheimerâ€™s @PamBelluck
332	1	Opioids May Be Overused for Chronic Stomach Pain
333	1	Hospital Rooms Crawling With Drug-Resistant Germs: Study
334	1	Pediatricians Offer Tips to Avoid Holiday Hazards
335	2	The New Old Age Blog: Generation Y-Me
336	2	More evidence that exercise is really important for kidsâ€™ brains.
337	1	Optimism May Help Female Undergrads With Their Grades
338	2	Researchers Seek Crucial Tool: A Fast, Finger-Prick Ebola Test
339	2	18 and Under: Poverty as a Childhood Disease
340	2	Up to 14 percent of pregnant women take antidepressants.
341	1	Spanking Produces Troubled Kids, Study Contends
342	2	Well: Airplane Crew May Face Increased Melanoma Risk
343	1	College Women's Condom Use Falls During Freshman Year
344	2	RT @bstrauch: Can bursts of exercise make us eat
345	2	RT @ReedAbelson: Bracing for New Challenges in Year 2 of Health Care Law http://nyti.ms/1q9hAzX See my story about expectations for
346	2	RT @anahadoconnor: What every parent should know about their children and their diets. by @cslnyt
347	2	Well: Vegetarian Thanksgiving: Vegan Mac N Cheez
348	2	Well: Ask Well: Plantar Fasciitis Relief
349	1	More Known About Proteins That Cause Autoimmune Diseases
350	1	Breast Reconstruction Boosts Women's Emotional Well-Being: Study
351	2	Well: Rice Recipes for Health
352	1	Parents, Doctors Often Differ on  Chemo for Incurable Kids
353	2	Well: New Painkiller Rekindles Addiction Concerns
354	2	Debate That Divides: How Hobby Lobby Ruling Could Limit Access to Birth Control
355	2	With Marijuana Access on the Horizon, Patients Fear Potential Restrictions
356	1	Motor Impairments Appear to Be a Characteristic of Autism
357	1	Mental Decline Can Start at 45, Study Finds
358	2	RT @zabmaria: More than 800 comments to "My Medical Choice" by Angelina Jolie
359	2	U.S. Effort to Help Liberia Finds Much Work to Do Before It Gets Started
360	2	F.D.A. Panel Weighs Restrictions on Testosterone Drugs
361	2	Op-Ed Contributor: My Abortion, at 23 Weeks
362	2	RT @UpshotNYT: Evidence-based medicine, or why hardly anyone has tonsils removed these days
363	2	RT @PamBelluck: Promise and caution with #oxytocin and #autism
364	1	Is Breast Reduction After Weight Loss Surgery Best?
365	2	Missed @mary_roach on the @TheDailyShow? We have her on @nytimesvideo answering readers' Qs
366	1	Overly Long Pregnancies Linked to Behavioral Problems in Toddlers
367	1	Too Few Americans Getting Screened for Common Cancers: CDC
368	2	Bacteria, mosquitoes, spiders, the sun: ahh, the dangers of summer.
369	2	What can dogs tell us about breast cancer?
370	2	Can plants get cancer?
371	2	Smell Turns Up in Unexpected Places
372	2	RT @cslnyt: A friend has an abscessed tooth. She didn't realize an oral infection can land her in the hospital but it can
373	2	Washington: Health Insurance Enrollment for Exchanges Was Overcounted
374	2	Recipes for Health: PurÃ©ed Spinach Soup With Middle Eastern Spices
375	2	RT @archietse: NYC patient pushes the number of #Ebola cases outside of Africa to 18 http://bit.ly/ebola-cases
376	2	Privacy matters when it comes to a neonatal intensive care unit.
377	1	Use Vanity to Reduce Young People's Sun Exposure: Task Force
378	2	Well: Ask Well: Buying Cheaper Drugs Online
379	2	Well: Antibiotics During Pregnancy May Increase Childâ€™s Obesity Risk
380	2	Looking at twin personality through unrelated look-alikes
381	2	Regular exercise may alter how a person experiences pain, according to a new study.
382	2	Anthony Pawson, Biologist in Cell-Protein Breakthrough, Dies at 60
383	2	Well: Living With Cancer: A Tour of Hospice
384	2	Well: Think Like a Doctor: Weaker and Weaker
385	1	Protein May Help Spot Newborns With Brain Damage
386	2	Heroinâ€™s Death Toll Rising in New York, Amid a Shift in Who Uses It
387	2	Have a pressing health question? Submit yours here and vote on what should be answered next.
388	2	RT @thomaskaplan: Cuomo says Ebola patient is believed to have come into contact with four people during relevant period; they have
389	2	Affordable Care Act Supporter Ignites Fury With a Word: â€˜Stupidâ€™
390	1	Taking Multivitamins Won't Prevent Canker Sores, Study Says
391	1	Two Studies Find Routine Mammography Saves Lives
392	2	Ebola Prompts Universities to Tighten Travel Rules
393	2	Liberia President, Citing Ebola Gains, Ends State of Emergency
394	1	New Clues to the Evolution of the Human Brain
395	2	When Women Become Men at Wellesley
396	1	Tropical Trip OK for Most With Crohn's, Colitis
397	2	Well: Drugs Cause Most Fatal Allergic Reactions, Study Finds
398	2	Well: Tested Recipes for Kitchen Safety
399	2	Liberiaâ€™s chief medical officer is placing herself under quarantine for 3 weeks after her assistant died of Ebola.
400	2	Texas Tribune: Shortage of Doctors Tough to Fix
401	2	World Briefing: Ireland: Doctors Seek to Remove Pregnant Woman From Life Support
402	2	J.&amp;J. Unit Phasing Out All-Metal Hip Devices
403	1	Ovarian Tumors May Develop Years After Fertility Therapy
404	1	Changes in Cerebrospinal Fluid May Signal Early Alzheimer's
405	1	Long-Term Side Effects Key When Cancer Patients Choose Drugs
406	1	Psoriasis Patients May Face Higher Heart Risk
407	2	South: North Carolina: Another Death Investigated at Army Hospital
408	2	Opinion: The Dangers of Eating Late at Night
409	2	Well: Doctorsâ€™ Boundaries With Patients
410	2	RT @BarryMeier: Pills and Profits. Walgreens Agrees to Pay $80 million to Settle DEA charges
411	1	Driving Isn't An Issue for Most People With Diabetes
412	2	Advertising: An MS Drug Takes a Feisty Approach Aimed at Younger Patients
413	2	RT @bstrauch: Can a better hospital room actually make you feel better?This is
414	2	Delicious! A fall salad inspired by Tuscany and Thanksgiving stuffing. #VegetarianThanksgiving http://nyti.ms/1sErDdT
415	2	Well: Regimens: LDL Cholesterol Levels Stop Decline
416	1	Study Supports Mammograms For Women in Their 40s
417	1	Prevention Is Key for Fall Asthma Flare-Ups in Kids
418	2	Civil Behavior: â€˜Coming Outâ€™ About H.I.V. and Facing Down the Stigma
419	2	With Ebolaâ€™s Arrival, de Blasio Stands Tall as Christie and Cuomo Falter
420	2	The New Old Age Blog: Unmet Needs Continue to Pile Up
421	2	â€œWith no hair and a spit cup thanks to the oral thrush, I felt totally unsexy.â€ Read Candice's story. Share yours:
422	2	RT @judith_graham: Families use "granny cams" to watch what's happening to loved ones in nursing homes.
423	1	Obese Workers' Health Care Costs Top Those of Smokers
424	1	Kids With Autism Face Health Care Disparities, Study Finds
425	2	Wyoming Devises Plan to Expand Medicaid
426	2	Insurers in New York Must Cover Gender Reassignment Surgery, Cuomo Says
427	2	RT @cslnyt: Is the Elimination of Trans Fats in Our Future?
428	2	"The right answer to the question, 'If this were your mother, doctorâ€¦' is: 'Tell me more about your mother.'"
429	2	The Mumps, a Scourge of Dormitories, Spreads Through the N.H.L.
430	2	Well: Microsampling Air Pollution
431	2	Well: Ask Well: Long-Term Risk of Antidepressants
432	1	EPA Proposes New Cuts on Levels of Soot in Air
433	1	Steroids May Boost Survival for Very Preemie Babies
434	1	Worrying Too Much Might Raise Your Risk for Stroke
